Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q9FH37	Arabidopsis thaliana	Plants	234	False
Q8IEF6	Plasmodium falciparum (isolate 3D7)	Other	414	False
Q01804	Homo sapiens	Metazoa	1114	False
Q3E840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	82	False
Q6IBW4	Homo sapiens	Metazoa	605	False
Q06032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
Q96GC9	Homo sapiens	Metazoa	406	True
Q9BT49	Homo sapiens	Metazoa	309	False
Q8WVM0	Homo sapiens	Metazoa	346	False
O77408	Lymnaea stagnalis	Metazoa	638	False
Q8NAG6	Homo sapiens	Metazoa	615	False
Q6IDB6	Arabidopsis thaliana	Plants	182	False
Q06630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q9BY07	Homo sapiens	Metazoa	1137	False
Q9VLL3	Drosophila melanogaster	Metazoa	753	False
Q86VD7	Homo sapiens	Metazoa	318	False
Q9DEE9	Gallus gallus	Metazoa	396	False
Q9Y2I1	Homo sapiens	Metazoa	1504	False
Q40089	Ipomoea batatas	Plants	200	False
Q9H777	Homo sapiens	Metazoa	363	False
O22802	Arabidopsis thaliana	Plants	97	True
Q9JJ09	Rattus norvegicus	Metazoa	695	False
Q8WYQ3	Homo sapiens	Metazoa	142	False
P07978	Mus musculus	Metazoa	107	False
P18583	Homo sapiens	Metazoa	2426	False
O13516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	False
P53958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	396	False
P50876	Homo sapiens	Metazoa	292	False
Q941D3	Arabidopsis thaliana	Plants	239	False
Q8BVE8	Mus musculus	Metazoa	1365	False
O04492	Arabidopsis thaliana	Plants	419	False
P11860	Mytilus californianus	Metazoa	45	False
P25696	Arabidopsis thaliana	Plants	444	False
Q9SMH4	Chlamydomonas reinhardtii	Plants	410	False
A0FGR9	Homo sapiens	Metazoa	886	True
Q9Y3R4	Homo sapiens	Metazoa	380	False
Q16774	Homo sapiens	Metazoa	197	False
Q49MI3	Homo sapiens	Metazoa	558	False
Q7TNK1	Mus musculus	Metazoa	735	False
P92966	Arabidopsis thaliana	Plants	356	False
Q96EU6	Homo sapiens	Metazoa	259	False
Q7TSH3	Mus musculus	Metazoa	1157	False
Q12354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227	False
P38985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
P06168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395	False
Q9Z1A5	Rattus norvegicus	Metazoa	534	False
F1NPG5	Gallus gallus	Metazoa	639	False
O14329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	386	False
O05000	Arabidopsis thaliana	Plants	499	True
O35465	Mus musculus	Metazoa	402	False
Q00731	Mus musculus	Metazoa	392	False
P97838	Rattus norvegicus	Metazoa	977	False
Q9SM57	Pisum sativum	Plants	177	False
Q5T6F0	Homo sapiens	Metazoa	453	False
Q86WQ0	Homo sapiens	Metazoa	139	False
P38818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585	False
Q9EP97	Mus musculus	Metazoa	568	False
P52296	Rattus norvegicus	Metazoa	875	False
Q5XKP0	Homo sapiens	Metazoa	118	True
Q8WVF1	Homo sapiens	Metazoa	389	False
Q9P2Y4	Homo sapiens	Metazoa	722	False
Q09675	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	False
Q03824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705	False
O94826	Homo sapiens	Metazoa	608	True
O74771	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	374	False
Q9FFA7	Arabidopsis thaliana	Plants	368	False
P39678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	833	False
Q1G3I2	Arabidopsis thaliana	Plants	117	False
Q8C854	Mus musculus	Metazoa	591	False
P22068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	525	False
Q12748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False
Q9UKK3	Homo sapiens	Metazoa	1724	False
P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False
Q86XK3	Homo sapiens	Metazoa	245	False
P17937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False
O14497	Homo sapiens	Metazoa	2285	False
P70033	Xenopus laevis	Metazoa	435	False
P40757	Aquarana catesbeiana	Metazoa	484	False
A6YSL1	Zea mays	Plants	525	False
Q9SE43	Arabidopsis thaliana	Plants	842	False
Q9BR61	Homo sapiens	Metazoa	282	False
P06509	Spinacia oleracea	Plants	272	False
P84086	Mus musculus	Metazoa	134	False
Q23696	Crithidia fasciculata	Other	467	False
Q7XK25	Oryza sativa subsp. japonica	Plants	475	False
Q15560	Homo sapiens	Metazoa	299	False
Q9GZR7	Homo sapiens	Metazoa	859	False
Q9DAT5	Mus musculus	Metazoa	417	False
O94670	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	273	False
Q8VEE1	Mus musculus	Metazoa	365	False
P32499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	720	False
P46309	Arabidopsis thaliana	Plants	522	False
E9AGH7	Leishmania infantum	Other	365	False
P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587	False
O65680	Arabidopsis thaliana	Plants	279	False
Q45FA5	Physarum polycephalum	Other	426	False
Q84JL7	Arabidopsis thaliana	Plants	330	False
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991	True
Q8WVI0	Homo sapiens	Metazoa	70	True
Q9VH08	Drosophila melanogaster	Metazoa	317	False
Q8GXF8	Arabidopsis thaliana	Plants	283	False
O46385	Bos taurus	Metazoa	2194	False
F4I9G2	Arabidopsis thaliana	Plants	426	False
Q9FT52	Arabidopsis thaliana	Plants	168	False
Q99929	Homo sapiens	Metazoa	193	False
Q8IVQ6	Homo sapiens	Metazoa	265	True
Q9SNX8	Apium graveolens	Plants	496	False
O81098	Arabidopsis thaliana	Plants	205	False
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
Q09668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
P43554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False
O18017	Caenorhabditis elegans	Metazoa	988	False
O94761	Homo sapiens	Metazoa	1208	False
Q9FJJ3	Arabidopsis thaliana	Plants	309	False
Q6ZQX7	Homo sapiens	Metazoa	453	False
Q8W3L1	Arabidopsis thaliana	Plants	483	False
Q8CI52	Mus musculus	Metazoa	662	False
Q9VN60	Drosophila melanogaster	Metazoa	278	False
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204	False
Q920Q8	Mus musculus	Metazoa	642	False
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365	False
Q8WV24	Homo sapiens	Metazoa	401	False
Q9VWC6	Drosophila melanogaster	Metazoa	1596	False
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	False
Q8WY91	Homo sapiens	Metazoa	577	False
P42841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465	False
Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False
Q9SL94	Arabidopsis thaliana	Plants	324	False
P53909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347	False
Q9H813	Homo sapiens	Metazoa	350	True
Q9FJY5	Arabidopsis thaliana	Plants	524	False
Q96AY2	Homo sapiens	Metazoa	570	False
Q12373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385	False
Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643	False
Q91X84	Mus musculus	Metazoa	619	False
Q7JM44	Caenorhabditis elegans	Metazoa	2242	False
Q09349	Caenorhabditis elegans	Metazoa	984	False
P97577	Rattus norvegicus	Metazoa	393	False
Q9FNH6	Arabidopsis thaliana	Plants	231	True
Q9WV69	Mus musculus	Metazoa	405	False
Q9NYV7	Homo sapiens	Metazoa	291	False
O08573	Mus musculus	Metazoa	353	False
Q94BT6	Arabidopsis thaliana	Plants	609	False
Q9LW00	Arabidopsis thaliana	Plants	254	False
Q02606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381	False
Q9WVS6	Mus musculus	Metazoa	464	False
O75506	Homo sapiens	Metazoa	76	False
P32322	Homo sapiens	Metazoa	319	False
Q8LBM2	Arabidopsis thaliana	Plants	131	False
Q6GNV6	Xenopus laevis	Metazoa	856	False
Q9VEX5	Drosophila melanogaster	Metazoa	689	False
Q9QXN0	Mus musculus	Metazoa	1986	False
P57093	Rattus norvegicus	Metazoa	338	False
Q09014	Mus musculus	Metazoa	390	False
Q9W1F4	Drosophila melanogaster	Metazoa	616	False
Q9SJ12	Arabidopsis thaliana	Plants	240	False
Q4WF55	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	462	False
P18263	Chlamydomonas reinhardtii	Plants	46	True
Q15678	Homo sapiens	Metazoa	1187	False
Q84V03	Arabidopsis thaliana	Plants	778	False
Q9NYY8	Homo sapiens	Metazoa	710	False
O43508	Homo sapiens	Metazoa	249	False
Q9SCL7	Arabidopsis thaliana	Plants	347	False
Q42510	Arabidopsis thaliana	Plants	1451	False
Q8C0V1	Mus musculus	Metazoa	768	False
Q3KN41	Drosophila melanogaster	Metazoa	1840	False
Q96ST2	Homo sapiens	Metazoa	819	False
Q3UP24	Mus musculus	Metazoa	1024	False
Q42843	Hordeum vulgare	Plants	527	False
Q4WJ81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	754	False
Q9NVA1	Homo sapiens	Metazoa	299	False
Q3U2U7	Mus musculus	Metazoa	461	False
O00463	Homo sapiens	Metazoa	557	False
Q10272	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446	False
P17152	Homo sapiens	Metazoa	192	True
E9Q7G0	Mus musculus	Metazoa	2094	False
Q18616	Caenorhabditis elegans	Metazoa	537	False
O13965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	730	False
O35484	Mus musculus	Metazoa	448	False
P11471	Chlamydomonas reinhardtii	Plants	245	False
Q9SW18	Arabidopsis thaliana	Plants	312	False
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519	False
Q12208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	False
Q6PJ21	Homo sapiens	Metazoa	355	False
D4AEP3	Rattus norvegicus	Metazoa	194	True
Q8R526	Mus musculus	Metazoa	2615	False
Q923W1	Mus musculus	Metazoa	853	False
O95059	Homo sapiens	Metazoa	124	False
Q9ZUX4	Arabidopsis thaliana	Plants	113	False
Q15843	Homo sapiens	Metazoa	81	False
Q8N4T4	Homo sapiens	Metazoa	335	False
Q96AJ1	Homo sapiens	Metazoa	413	False
O74964	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	803	False
Q05021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	False
Q12098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	748	False
Q1H537	Arabidopsis thaliana	Plants	417	False
P07884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	True
Q7XR83	Oryza sativa subsp. japonica	Plants	333	False
Q9W3M3	Drosophila melanogaster	Metazoa	2219	False
P58281	Mus musculus	Metazoa	960	False
P92948	Arabidopsis thaliana	Plants	844	False
P38429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False
Q96SB8	Homo sapiens	Metazoa	1091	False
Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
Q04751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285	False
Q12178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	False
Q9LK57	Arabidopsis thaliana	Plants	394	False
P41133	Mus musculus	Metazoa	119	False
G5EDW7	Caenorhabditis elegans	Metazoa	386	False
Q9LXR8	Arabidopsis thaliana	Plants	318	False
Q9UJX3	Homo sapiens	Metazoa	565	False
Q9QX75	Rattus norvegicus	Metazoa	687	True
Q9H582	Homo sapiens	Metazoa	1327	False
P80299	Rattus norvegicus	Metazoa	554	False
Q9LG05	Arabidopsis thaliana	Plants	485	False
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False
O14880	Homo sapiens	Metazoa	152	True
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075	False
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374	False
Q9P7M1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	491	False
F4IV66	Arabidopsis thaliana	Plants	1001	False
O60097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526	False
P38777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	243	False
Q9VR19	Drosophila melanogaster	Metazoa	379	False
Q76NL8	Plasmodium falciparum (isolate 3D7)	Other	1193	False
P40342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
Q949T8	Arabidopsis thaliana	Plants	497	False
Q4V8P4	Rattus norvegicus	Metazoa	168	False
G3UVW3	Mus musculus	Metazoa	457	True
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666	False
O75943	Homo sapiens	Metazoa	681	False
P42937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148	False
Q9STG9	Arabidopsis thaliana	Plants	561	False
Q96FI4	Homo sapiens	Metazoa	390	False
P79005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	False
Q6E434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485	False
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
Q9H008	Homo sapiens	Metazoa	270	False
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	False
Q9UL40	Homo sapiens	Metazoa	294	False
Q501F9	Arabidopsis thaliana	Plants	370	False
Q6PH85	Homo sapiens	Metazoa	259	False
Q96S99	Homo sapiens	Metazoa	279	False
A0A3Q7HWE4	Solanum lycopersicum	Plants	165	False
O00154	Homo sapiens	Metazoa	380	False
Q9BZF1	Homo sapiens	Metazoa	889	False
O82277	Arabidopsis thaliana	Plants	361	False
Q8N371	Homo sapiens	Metazoa	416	False
Q5C9Z4	Homo sapiens	Metazoa	860	False
Q24459	Drosophila melanogaster	Metazoa	1043	False
K4PW38	Oryza sativa subsp. japonica	Plants	458	False
Q3KRB8	Homo sapiens	Metazoa	267	False
Q9YHT2	Gallus gallus	Metazoa	290	False
Q9UDY8	Homo sapiens	Metazoa	824	False
Q8NFQ8	Homo sapiens	Metazoa	470	False
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018	False
F4JTS8	Arabidopsis thaliana	Plants	2729	False
P30085	Homo sapiens	Metazoa	196	False
Q9H5Z6	Homo sapiens	Metazoa	455	False
P50896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819	False
Q9LW57	Arabidopsis thaliana	Plants	284	False
Q9UUG2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621	False
O14523	Homo sapiens	Metazoa	706	True
P39683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429	False
Q86W42	Homo sapiens	Metazoa	341	False
Q8K337	Mus musculus	Metazoa	993	False
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	False
Q2TBI6	Bos taurus	Metazoa	188	False
B6VQ60	Caenorhabditis elegans	Metazoa	612	False
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327	False
I3W9F6	Rhizophagus irregularis	Fungi	276	True
Q93WG3	Arabidopsis thaliana	Plants	294	False
P12686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339	False
Q94165	Caenorhabditis elegans	Metazoa	256	False
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562	False
O96237	Plasmodium falciparum (isolate 3D7)	Other	899	False
Q9BSK0	Homo sapiens	Metazoa	173	True
P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False
Q9I7U4	Drosophila melanogaster	Metazoa	18141	False
Q8MMZ7	Toxoplasma gondii	Other	994	False
Q31708	Arabidopsis thaliana	Plants	362	False
O97965	Ovis aries	Metazoa	110	False
P14066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229	False
O13758	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	False
P49802	Homo sapiens	Metazoa	495	False
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409	True
P82244	Spinacia oleracea	Plants	152	False
Q9LES2	Arabidopsis thaliana	Plants	478	False
P47102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1408	False
A7TUE1	Medicago truncatula	Plants	513	False
Q5M775	Homo sapiens	Metazoa	1068	False
P48732	Arabidopsis thaliana	Plants	543	False
P83876	Homo sapiens	Metazoa	142	False
P49017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False
P70279	Mus musculus	Metazoa	355	False
P20659	Drosophila melanogaster	Metazoa	3726	False
Q12445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299	True
Q05921	Mus musculus	Metazoa	735	False
Q9C0C6	Homo sapiens	Metazoa	399	False
Q9CAC5	Arabidopsis thaliana	Plants	191	False
Q9NYV6	Homo sapiens	Metazoa	651	False
Q96Q11	Homo sapiens	Metazoa	434	False
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	False
Q9CZ42	Mus musculus	Metazoa	343	False
Q96IL0	Homo sapiens	Metazoa	206	False
D9PTN5	Caenorhabditis elegans	Metazoa	1009	False
A1Z8P9	Drosophila melanogaster	Metazoa	2346	False
Q9P6S5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	False
Q96RQ1	Homo sapiens	Metazoa	377	True
P38988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	False
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333	False
Q1KPV0	Arabidopsis thaliana	Plants	912	False
Q9LN09	Arabidopsis thaliana	Plants	206	False
A0A1D6IEG9	Zea mays	Plants	668	False
Q9HAV4	Homo sapiens	Metazoa	1204	False
P43594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	170	False
Q9C4Z7	Arabidopsis thaliana	Plants	229	False
Q6UB28	Homo sapiens	Metazoa	335	False
Q810M6	Mus musculus	Metazoa	228	False
P34160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	False
Q92585	Homo sapiens	Metazoa	1016	False
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	False
O22287	Arabidopsis thaliana	Plants	361	False
O13881	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537	False
Q920Q3	Rattus norvegicus	Metazoa	154	False
Q9UGM6	Homo sapiens	Metazoa	360	False
O95415	Homo sapiens	Metazoa	125	True
Q9XII1	Arabidopsis thaliana	Plants	307	False
Q2VLK6	Trypanosoma cruzi (strain CL Brener)	Other	358	False
Q96AP4	Homo sapiens	Metazoa	578	False
Q9ESC8	Mus musculus	Metazoa	1160	False
P82926	Bos taurus	Metazoa	106	False
Q84K35	Arabidopsis thaliana	Plants	330	False
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	True
Q9H3K2	Homo sapiens	Metazoa	345	True
P08518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1224	False
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545	False
Q9C5J3	Arabidopsis thaliana	Plants	946	False
O94818	Homo sapiens	Metazoa	638	False
Q12363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False
G3UYX5	Mus musculus	Metazoa	1258	False
Q6P587	Homo sapiens	Metazoa	221	False
P33897	Homo sapiens	Metazoa	745	False
O15265	Homo sapiens	Metazoa	892	False
Q9VKV5	Drosophila melanogaster	Metazoa	319	False
P40470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206	False
P09118	Rattus norvegicus	Metazoa	303	False
Q96KS0	Homo sapiens	Metazoa	407	False
P82245	Spinacia oleracea	Plants	148	False
P29266	Rattus norvegicus	Metazoa	335	False
Q969Z3	Homo sapiens	Metazoa	335	False
D0Q0Y7	Rattus norvegicus	Metazoa	160	True
Q32MQ0	Homo sapiens	Metazoa	723	False
P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430	False
Q56Y52	Arabidopsis thaliana	Plants	467	False
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206	False
Q9NR90	Homo sapiens	Metazoa	486	False
D3YN49	Xenopus laevis	Metazoa	316	False
Q9VGA4	Drosophila melanogaster	Metazoa	1169	False
Q9NPB1	Homo sapiens	Metazoa	228	False
Q9Y7L8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	292	False
P54657	Dictyostelium discoideum	Other	213	False
Q96B77	Homo sapiens	Metazoa	213	True
Q04377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747	False
Q22197	Caenorhabditis elegans	Metazoa	184	False
O54982	Mus musculus	Metazoa	1121	False
Q9NUU6	Homo sapiens	Metazoa	356	False
P93740	Arabidopsis thaliana	Plants	280	False
Q9SAH8	Arabidopsis thaliana	Plants	532	True
Q96PH1	Homo sapiens	Metazoa	765	False
P03888	Mus musculus	Metazoa	318	True
O49621	Arabidopsis thaliana	Plants	526	False
Q8LPU4	Zea mays	Plants	468	False
Q8TCY9	Homo sapiens	Metazoa	931	False
Q8IVP5	Homo sapiens	Metazoa	155	True
O08715	Mus musculus	Metazoa	857	False
Q03533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586	False
Q19541	Caenorhabditis elegans	Metazoa	169	False
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	False
Q9TZ70	Caenorhabditis elegans	Metazoa	205	False
Q5JVS0	Homo sapiens	Metazoa	413	False
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865	False
Q9M086	Arabidopsis thaliana	Plants	1883	False
Q9NZH6	Homo sapiens	Metazoa	218	False
Q6WN19	Rattus norvegicus	Metazoa	469	False
P24389	Rattus norvegicus	Metazoa	257	False
Q9BWL3	Homo sapiens	Metazoa	253	True
Q05CL8	Mus musculus	Metazoa	570	False
O74359	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	False
Q9W1H4	Drosophila melanogaster	Metazoa	747	False
P26754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False
Q8H1U5	Arabidopsis thaliana	Plants	865	False
P33447	Trypanosoma cruzi	Other	416	False
Q10059	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1841	False
C4R8D7	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	409	False
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	False
P34619	Caenorhabditis elegans	Metazoa	1000	False
Q03372	Drosophila melanogaster	Metazoa	515	False
Q64MA3	Oryza sativa subsp. japonica	Plants	629	False
Q9P7N4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315	False
Q923D5	Mus musculus	Metazoa	641	False
P13469	Drosophila melanogaster	Metazoa	542	False
Q8NHU3	Homo sapiens	Metazoa	365	True
Q8VZA0	Arabidopsis thaliana	Plants	936	False
Q10SY9	Oryza sativa subsp. japonica	Plants	472	True
Q00341	Homo sapiens	Metazoa	1268	False
